Season,DayNum,T1_TeamID,T1_Score,T2_TeamID,T2_Score,T1_T2_oc,NumOT,T1_Team,T2_Team,T1_OffRating,T2_OffRating,T1_DefRating,T2_DefRating,T1_tempo,T2_tempo,T1_fgEff,T2_fgEff,T1_ftRate,T2_ftRate,T1_wab,T2_wab,T1_talent,T2_talent,T1_sos,T2_sos,T1_Threepg,T2_Threepg,T1_FTPG,T2_FTPG,T1_PDiffPG,T2_PDiffPG,T1_effHeight,T2_effHeight,T1_var,T2_var,T1_threesShare,T2_threesShare,T2_T1_oc,PointDiff,offRatingDiff,defRatingDiff,talentDiff,sosDiff,fgEffDiff,ftRateDiff,wabDiff,threepgDiff,ftpgDiff,pDiffpgDiff,tempoDiff,effHeightDiff,varDiff,threesShareDiff,offRating_x_tempo,talent_x_sos,defRating_x_tempo,T1_seed,T2_seed,Seed_Diff
2008,134,1291,69,1164,60,N,0,Mt St Mary's,Coppin St,233.0,321.0,106.0,230.0,66.1,62.9,49.7845,43.4534,38.6853,36.6067,-9.5,-13.0,7.293,4.12,9.636,16.141,6.0,4.088235294117647,14.625,13.882352941176471,2.5625,-6.970588235294118,79.492,79.214,167.87109375,309.4991349480969,30.1,24.2,,9,-88.0,-124.0,3.173,-6.504999999999999,6.331099999999999,2.0786000000000016,3.5,1.9117647058823533,0.742647058823529,9.533088235294118,3.1999999999999957,0.2780000000000058,-141.62804119809692,5.900000000000002,-281.5999999999996,-20.640364999999996,-396.7999999999995,16,16,0
2008,136,1181,71,1125,70,N,0,Duke,Belmont,13.0,71.0,7.0,216.0,71.5,68.6,53.6211,53.2154,40.8633,33.7986,8.9,-3.5,95.074,12.009,34.065,9.728,9.28125,10.46875,17.34375,14.46875,14.8125,5.03125,79.919,78.818,218.71484375,158.9052734375,39.1,47.4,,1,-58.0,-209.0,83.065,24.336999999999996,0.40569999999999595,7.064700000000002,12.4,-1.1875,2.875,9.78125,2.9000000000000057,1.100999999999999,59.8095703125,-8.299999999999997,-168.20000000000033,2021.5529049999996,-606.1000000000012,2,15,-13
2008,136,1242,85,1340,61,N,0,Kansas,Portland St,2.0,87.0,1.0,161.0,66.8,66.3,56.5912,54.8673,36.3515,37.2271,9.9,-3.4,89.633,1.355,30.29,13.96,6.787878787878788,9.033333333333333,15.484848484848484,13.8,19.515151515151516,5.766666666666667,81.427,80.158,211.88613406795224,217.7122222222222,29.2,41.0,,24,-85.0,-160.0,88.27799999999999,16.33,1.7239000000000004,-0.8755999999999986,13.3,-2.245454545454545,1.6848484848484837,13.74848484848485,0.5,1.2690000000000055,-5.826088154269968,-11.8,-42.5,1441.5797399999997,-80.0,1,16,-15
2008,136,1243,80,1425,67,N,0,Kansas St,USC,34.0,59.0,40.0,13.0,69.7,65.2,49.5248,53.3333,37.3687,38.655,1.0,3.6,40.016,65.854,31.318,36.782,6.633333333333334,5.5625,16.333333333333332,13.5625,9.8,5.875,80.586,80.623,371.6266666666668,195.796875,32.6,28.0,,13,-25.0,27.0,-25.838,-5.463999999999995,-3.808500000000002,-1.2863000000000042,-2.6,1.0708333333333337,2.770833333333332,3.9250000000000007,4.5,-0.03700000000000614,175.82979166666678,4.600000000000001,-112.5,141.1788319999999,121.5,11,6,5
2008,136,1266,74,1246,66,N,0,Marquette,Kentucky,20.0,104.0,21.0,67.0,66.6,62.4,50.5929,52.7458,37.5494,41.1239,3.8,-1.1,55.941,77.136,31.819,27.594,7.15625,5.8,15.75,15.333333333333334,11.59375,3.2666666666666666,79.778,80.72,307.9287109375,310.1955555555555,33.6,31.2,,8,-84.0,-46.0,-21.194999999999993,4.224999999999998,-2.1529000000000025,-3.5745000000000005,4.9,1.3562500000000002,0.4166666666666661,8.327083333333334,4.199999999999996,-0.9419999999999931,-2.2668446180554724,2.400000000000002,-352.7999999999996,-89.54887499999992,-193.19999999999982,6,11,-5
2008,136,1277,72,1396,61,N,0,Michigan St,Temple,17.0,41.0,33.0,102.0,63.3,63.6,52.5291,54.1279,33.4345,35.2652,5.1,-1.7,87.079,21.698,31.132,22.398,4.96969696969697,7.878787878787879,13.666666666666666,14.06060606060606,9.303030303030303,4.03030303030303,81.197,80.991,204.93847566574843,105.30211202938474,24.3,39.4,,11,-24.0,-69.0,65.381,8.734000000000002,-1.5987999999999971,-1.8307000000000002,6.8,-2.909090909090909,-0.3939393939393945,5.2727272727272725,-0.30000000000000426,0.20600000000000307,99.63636363636368,-15.099999999999998,7.200000000000102,571.0376540000001,20.700000000000294,5,12,-7
2008,136,1323,68,1206,50,N,0,Notre Dame,George Mason,26.0,58.0,43.0,117.0,69.5,61.6,52.1588,52.2778,34.0943,39.7638,4.4,-3.6,80.171,13.842,28.578,13.265,8.451612903225806,6.121212121212121,15.709677419354838,14.787878787878787,10.096774193548388,7.575757575757576,81.067,78.876,249.76482830385012,177.75941230486686,33.5,33.4,,18,-32.0,-74.0,66.32900000000001,15.312999999999999,-0.11899999999999977,-5.669500000000006,8.0,2.330400782013685,0.9217986314760509,2.5210166177908118,7.899999999999999,2.1909999999999883,72.00541599898327,0.10000000000000142,-252.79999999999995,1015.6959770000001,-584.5999999999999,5,12,-7
2008,136,1338,82,1331,63,N,0,Pittsburgh,Oral Roberts,10.0,153.0,54.0,31.0,63.9,63.6,50.7645,49.8557,36.1204,40.6232,5.3,-0.9,65.161,1.838,33.073,16.644,6.142857142857143,6.612903225806452,13.82857142857143,14.838709677419354,8.942857142857143,7.387096774193548,78.824,80.741,253.65387755102046,164.88241415192508,30.3,33.5,,19,-143.0,23.0,63.323,16.429000000000002,0.9087999999999994,-4.502800000000001,6.2,-0.4700460829493087,-1.010138248847925,1.555760368663595,0.29999999999999716,-1.9170000000000016,88.77146339909538,-3.1999999999999993,-42.899999999999594,1040.3335670000001,6.899999999999935,4,13,-9
2008,136,1345,90,1124,79,N,0,Purdue,Baylor,60.0,19.0,16.0,113.0,66.9,70.1,48.9211,51.9301,37.1053,35.8894,3.8,1.5,66.368,52.034,28.915,29.784,7.375,8.433333333333334,14.65625,16.5,7.53125,6.266666666666667,80.62,81.574,102.4990234375,151.99555555555554,36.1,36.4,,11,41.0,-97.0,14.333999999999996,-0.8689999999999998,-3.0090000000000003,1.2158999999999978,2.3,-1.0583333333333336,-1.84375,1.2645833333333334,-3.1999999999999886,-0.9539999999999935,-49.49653211805554,-0.29999999999999716,-131.19999999999953,-12.456245999999993,310.3999999999989,6,11,-5
2008,136,1390,77,1165,53,N,0,Stanford,Cornell,36.0,69.0,10.0,206.0,63.4,67.9,49.8257,55.3702,39.5916,33.7558,6.7,-1.2,64.912,1.326,33.063,10.553,5.393939393939394,7.923076923076923,15.575757575757576,14.461538461538462,10.06060606060606,7.615384615384615,82.346,80.318,212.96602387511481,154.0828402366864,27.1,35.0,,24,-33.0,-196.0,63.586000000000006,22.51,-5.544499999999999,5.835799999999999,7.9,-2.5291375291375298,1.1142191142191145,2.4452214452214456,-4.500000000000007,2.028000000000006,58.88318363842842,-7.899999999999999,148.50000000000023,1431.3208600000003,882.0000000000014,3,14,-11
2008,136,1401,67,1140,62,N,0,Texas A&M,BYU,46.0,112.0,17.0,12.0,61.8,67.8,51.9312,53.2504,41.746,37.4302,3.1,2.5,61.214,34.988,31.167,21.025,5.848484848484849,8.176470588235293,14.787878787878787,14.0,9.181818181818182,10.941176470588236,80.885,81.128,340.39118457300276,232.46712802768167,30.2,38.7,,5,-66.0,5.0,26.226,10.142000000000003,-1.3192000000000021,4.315800000000003,0.6000000000000001,-2.327985739750445,0.7878787878787872,-1.7593582887700538,-6.0,-0.242999999999995,107.9240565453211,-8.500000000000004,396.0,265.9840920000001,-30.0,9,8,1
2008,136,1417,70,1290,29,N,0,UCLA,MS Valley St,7.0,323.0,5.0,236.0,64.1,63.0,52.1729,43.368,37.2697,40.2812,10.8,-10.0,78.469,0.2,32.362,12.999,5.303030303030303,4.6,15.636363636363637,14.633333333333333,14.393939393939394,-4.6,81.032,78.682,155.02662993572082,307.37333333333333,28.1,25.0,,41,-316.0,-231.0,78.26899999999999,19.363,8.804899999999996,-3.011499999999998,20.8,0.7030303030303031,1.0030303030303038,18.993939393939392,1.0999999999999943,2.3499999999999943,-152.34670339761252,3.1000000000000014,-347.5999999999982,1515.5226469999998,-254.0999999999987,1,16,-15
2008,136,1450,71,1457,40,N,0,Washington St,Winthrop,23.0,232.0,9.0,20.0,58.3,61.6,53.6671,49.5909,38.475,35.6517,4.9,-4.2,24.685,4.133,31.951,15.705,6.375,6.354838709677419,14.1875,11.612903225806452,10.0,6.290322580645161,81.077,79.42,196.375,178.39958376690944,34.4,31.7,,31,-209.0,-11.0,20.552,16.246000000000002,4.0762,2.8233000000000033,9.100000000000001,0.02016129032258096,2.574596774193548,3.709677419354839,-3.3000000000000043,1.6569999999999965,17.975416233090556,2.6999999999999993,689.7000000000008,333.88779200000005,36.30000000000005,4,13,-9
2008,136,1452,75,1112,65,N,0,West Virginia,Arizona,27.0,12.0,23.0,63.0,63.8,63.5,51.3796,53.8619,36.5842,40.433,2.6,1.5,46.742,85.102,29.445,39.295,7.2727272727272725,6.59375,14.636363636363637,15.53125,11.424242424242424,4.78125,80.078,80.331,392.66850321395776,179.4208984375,35.0,32.1,,10,15.0,-40.0,-38.36000000000001,-9.850000000000001,-2.482299999999995,-3.848799999999997,1.1,0.6789772727272725,-0.8948863636363633,6.642992424242424,0.29999999999999716,-0.2530000000000001,213.24760477645776,2.8999999999999986,4.499999999999957,377.8460000000001,-11.999999999999886,7,10,-3
2008,136,1458,71,1168,56,N,0,Wisconsin,CS Fullerton,37.0,45.0,3.0,176.0,61.1,71.6,50.6146,54.1625,39.9252,32.347,8.3,-3.2,82.1,11.126,28.584,10.504,5.818181818181818,8.612903225806452,14.545454545454545,14.387096774193548,13.575757575757576,9.580645161290322,81.076,77.259,204.6685032139578,197.92091571279917,31.1,35.8,,15,-8.0,-173.0,70.97399999999999,18.08,-3.5478999999999985,7.578199999999995,11.5,-2.7947214076246336,0.15835777126099693,3.995112414467254,-10.499999999999993,3.816999999999993,6.74758750115862,-4.699999999999996,83.99999999999994,1283.2099199999998,1816.4999999999989,3,14,-11
2008,136,1462,73,1208,61,N,0,Xavier,Georgia,8.0,166.0,39.0,45.0,63.8,64.7,54.5869,47.8261,42.372,31.8491,4.7,-3.9,13.33,57.893,23.372,28.873,7.757575757575758,5.96875,16.666666666666668,12.78125,13.0,0.90625,80.209,81.014,259.1515151515151,171.3974609375,37.1,31.4,,12,-158.0,-6.0,-44.563,-5.501000000000001,6.760800000000003,10.5229,8.6,1.7888257575757578,3.885416666666668,12.09375,-0.9000000000000057,-0.8049999999999926,87.75405421401513,5.700000000000003,142.2000000000009,245.14106300000006,5.400000000000034,3,14,-11
2008,137,1116,86,1231,72,N,0,Arkansas,Indiana,53.0,29.0,48.0,44.0,66.5,66.2,51.949,52.3429,37.8811,41.8964,0.5,4.8,59.525,52.71,25.901,27.986,5.878787878787879,6.59375,14.303030303030303,17.84375,6.606060606060606,10.4375,81.732,80.08,193.75390266299357,267.05859375,30.2,34.8,,14,24.0,4.0,6.814999999999998,-2.085000000000001,-0.39390000000000214,-4.015299999999996,-4.3,-0.7149621212121211,-3.5407196969696972,-3.8314393939393936,0.29999999999999716,1.652000000000001,-73.30469108700643,-4.599999999999998,7.199999999999932,-14.209275000000002,1.1999999999999886,9,8,1
2008,137,1139,81,1375,61,N,0,Butler,South Alabama,14.0,42.0,47.0,111.0,59.5,64.8,54.1064,53.8945,36.7264,46.0156,4.7,-0.3,11.348,21.566,16.476,13.287,9.21875,6.67741935483871,13.6875,17.70967741935484,10.59375,9.935483870967742,79.139,79.1,67.1787109375,101.93132154006244,48.6,33.5,,20,-28.0,-64.0,-10.217999999999998,3.1889999999999983,0.21189999999999998,-9.289200000000001,5.0,2.54133064516129,-4.02217741935484,0.658266129032258,-5.299999999999997,0.03900000000000148,-34.75261060256244,15.100000000000001,148.39999999999992,-32.585201999999974,339.1999999999998,7,10,-3
2008,137,1172,82,1211,76,N,0,Davidson,Gonzaga,9.0,30.0,24.0,41.0,66.2,65.9,54.0816,54.4565,26.2933,39.6739,1.5,2.1,18.502,73.8,17.709,21.566,8.774193548387096,6.5,11.258064516129032,16.0,14.193548387096774,13.25,79.794,81.738,195.7044745057232,247.0,40.0,31.4,,6,-21.0,-17.0,-55.298,-3.8569999999999993,-0.3748999999999967,-13.380600000000005,-0.6000000000000001,2.274193548387096,-4.741935483870968,0.943548387096774,0.29999999999999716,-1.9440000000000026,-51.2955254942768,8.600000000000001,-6.29999999999994,213.28438599999996,-5.099999999999952,10,7,3
2008,137,1207,66,1420,47,N,0,Georgetown,UMBC,21.0,39.0,6.0,282.0,60.5,63.7,56.8025,51.3956,34.1561,33.4407,7.7,-3.0,71.165,10.4,30.985,11.398,7.84375,7.32258064516129,11.6875,14.387096774193548,11.75,5.354838709677419,82.117,78.702,210.25,95.84183142559833,40.0,32.4,,19,-18.0,-276.0,60.76500000000001,19.587,5.4069,0.7154000000000025,10.7,0.52116935483871,-2.699596774193548,6.395161290322581,-3.200000000000003,3.4150000000000063,114.40816857440167,7.600000000000001,57.60000000000005,1190.2040550000002,883.2000000000007,2,15,-13
2008,137,1257,79,1129,61,N,0,Louisville,Boise St,40.0,84.0,4.0,191.0,65.3,70.7,53.1079,57.1353,36.4992,39.7463,4.7,-2.4,83.94,1.289,30.593,11.798,7.53125,8.125,13.40625,15.40625,10.59375,5.125,81.28,79.898,152.6162109375,136.109375,39.1,35.7,,18,-44.0,-187.0,82.651,18.795,-4.0274,-3.247099999999996,7.1,-0.59375,-2.0,5.46875,-5.400000000000006,1.382000000000005,16.5068359375,3.3999999999999986,237.60000000000025,1553.425545,1009.8000000000011,3,14,-11
2008,137,1272,87,1426,63,N,0,Memphis,UT Arlington,6.0,202.0,2.0,170.0,68.1,68.6,52.7517,52.3087,40.3995,41.3662,8.9,-7.0,82.995,8.575,20.888,9.423,7.9411764705882355,5.928571428571429,14.205882352941176,15.285714285714286,19.058823529411764,2.5357142857142856,80.518,79.132,132.34948096885813,146.10586734693877,36.7,31.3,,24,-196.0,-168.0,74.42,11.465000000000002,0.44299999999999784,-0.9666999999999959,15.9,2.0126050420168067,-1.0798319327731107,16.52310924369748,-0.5,1.3859999999999957,-13.756386378080634,5.400000000000002,98.0,853.2253000000002,84.0,1,16,-15
2008,137,1274,78,1388,64,N,0,Miami FL,St Mary's CA,44.0,76.0,61.0,32.0,65.8,66.4,49.1872,52.4902,39.119,39.3397,1.6,1.2,42.138,18.126,28.829,17.599,6.774193548387097,7.866666666666666,16.967741935483872,15.033333333333333,5.774193548387097,12.433333333333334,80.051,80.766,173.78772112382936,272.9788888888889,31.1,37.9,,14,-32.0,29.0,24.011999999999997,11.23,-3.3030000000000044,-0.22070000000000078,0.40000000000000013,-1.0924731182795693,1.9344086021505387,-6.659139784946237,-0.6000000000000085,-0.7150000000000034,-99.19116776505953,-6.799999999999997,19.200000000000273,269.65475999999995,-17.400000000000247,7,10,-3
2008,137,1280,76,1332,69,N,0,Mississippi St,Oregon,92.0,5.0,11.0,160.0,66.6,65.8,52.1592,55.7886,38.9698,36.689,0.6,0.8,69.445,72.871,23.951,35.62,6.96875,8.709677419354838,13.9375,14.161290322580646,8.03125,4.387096774193548,80.262,79.668,165.2802734375,197.91467221644118,36.8,39.0,,7,87.0,-149.0,-3.426000000000002,-11.668999999999997,-3.629400000000004,2.2807999999999993,-0.20000000000000007,-1.740927419354838,-0.2237903225806459,3.644153225806452,0.7999999999999972,0.5939999999999941,-32.634398778941176,-2.200000000000003,69.59999999999975,39.97799400000001,-119.19999999999958,8,9,-1
2008,137,1314,113,1291,74,N,0,North Carolina,Mt St Mary's,1.0,233.0,14.0,106.0,72.5,66.1,52.9641,49.7845,38.0265,38.6853,11.9,-9.5,90.906,7.293,31.561,9.636,5.529411764705882,6.0,19.470588235294116,14.625,15.970588235294118,2.5625,80.158,79.492,180.7932525951557,167.87109375,22.2,30.1,,39,-232.0,-92.0,83.613,21.925,3.1796000000000006,-0.6587999999999994,21.4,-0.47058823529411775,4.845588235294116,13.408088235294118,6.400000000000006,0.6659999999999968,12.922158845155707,-7.900000000000002,-1484.8000000000013,1833.215025,-588.8000000000005,1,16,-15
